0.0 844.9 4156.1 5951.1 5604.5 4771.4 2292.5 4951.9 4849.0 3688.7 2908.8 4131.3 3550.5 3869.9 2360.1 1215.1 2644.0 1848.6 4160.3 4562.3 946.4 3449.0 2527.3 3351.9 2765.7 2007.9 2121.8 2688.2 2031.5 2971.7 3259.2 3677.6 4139.9 5896.0 7331.5 6034.4 2561.8 3850.7 3315.8 3439.2 4479.5 4258.4 4220.4 4833.0 5131.2 2412.2 3166.4 2620.8 2044.8 2128.1 3134.3 2479.3 2832.3 2809.0 3381.8 6546.2 2832.8 2669.8 2600.7 4805.4 3315.1 4539.2 6365.7 3573.0 8000.6 4260.7 9399.3 6256.5 3384.6 4739.0 6699.0 5229.0 3581.8 3605.3 6483.3 4753.0 1461.4 3232.0 4672.2 5176.0 1454.9 8834.2
964.8 0.0 3820.6 5329.6 4983.0 4149.9 2114.5 4330.4 4227.5 3284.1 3638.0 4809.0 4279.6 4279.8 3089.3 1944.3 3373.1 2577.8 4889.5 4157.7 829.6 3044.5 2122.7 2947.4 2309.0 1603.3 1500.3 2066.7 1689.8 2473.1 2637.7 3273.0 3518.4 5274.5 6710.0 5412.8 2196.3 3485.2 2980.4 3073.7 4144.1 3922.9 3885.0 4497.5 4509.6 2234.2 3895.6 3030.7 2454.7 1950.1 3372.4 2889.2 2654.4 3047.1 3203.8 5387.6 2467.3 2304.2 2235.2 4627.4 3137.2 4361.2 6187.7 3168.5 7665.1 4989.9 9063.8 6985.7 3794.5 5148.9 6077.5 4607.5 3177.2 4334.4 5861.7 4387.5 2190.5 2827.4 5401.3 4538.5 792.3 8212.7
4147.0 3841.1 0.0 3168.7 3618.6 1989.0 4380.7 1393.8 2863.2 4902.3 6594.6 8888.3 7486.0 8359.1 6295.7 4900.9 6579.5 5523.6 7257.0 5776.0 4011.8 4662.7 3741.0 3545.0 2695.0 3127.5 2466.0 2073.7 2999.1 1765.9 1261.7 1456.2 1357.6 3910.2 5345.7 3025.4 2184.9 971.4 983.6 1086.7 641.4 752.2 674.6 994.8 1281.6 4500.5 7102.0 5795.4 5110.6 4216.3 5638.6 5545.0 4920.6 5313.3 4577.9 5091.4 3411.5 3248.4 3179.4 5706.5 3937.5 5440.3 7266.9 3766.1 4352.3 7946.5 5751.0 9838.7 6438.1 8331.1 3916.6 2385.8 3774.9 6702.0 4497.4 4455.3 5147.1 3634.7 7768.9 1337.8 3353.3 6848.3
6000.0 5684.5 3493.6 0.0 1585.2 1365.0 6550.9 2053.9 1880.2 5676.6 8554.1 12733.1 8926.9 12203.9 7736.6 6341.8 8020.4 7560.1 7859.8 6378.8 5864.8 5137.1 5096.8 4653.7 3971.4 4568.4 3906.9 3548.0 5169.3 3561.2 3431.9 2654.0 2126.8 2099.9 3459.3 841.1 4775.9 4094.2 3344.7 4209.5 3472.0 3874.9 3797.4 2781.9 2233.1 6670.6 8542.9 7965.5 7280.8 6386.5 9557.8 7715.2 7090.8 7483.5 8868.2 6850.3 5581.6 5418.6 5349.6 8644.3 6107.6 9285.2 11111.7 3420.5 6111.2 9387.4 7509.9 10441.6 10923.2 9485.4 981.8 1293.6 3933.3 7304.8 2611.1 6214.1 6588.0 4835.3 8371.7 2262.0 5337.1 4507.9
6073.1 5757.5 4184.8 1604.5 0.0 2056.2 7309.8 2745.1 1734.9 4835.3 7712.8 9580.8 9000.0 9496.8 7809.7 6414.9 8093.5 6718.8 7018.5 5537.5 5937.9 4295.8 4255.5 3812.4 3934.8 4517.7 3912.2 4180.4 5472.6 4193.7 4123.0 3345.1 2817.9 961.0 2396.6 876.2 5538.2 4785.4 4035.9 4900.6 4163.1 4566.1 4488.6 3473.0 2924.3 7429.6 8615.9 8149.3 7573.3 7145.4 10249.0 8007.7 7849.7 8337.5 9559.4 7541.5 6344.0 6180.9 6111.9 9335.5 6869.9 9976.3 11802.8 2579.2 6802.3 9460.5 8201.0 9600.3 8913.1 9558.5 2180.1 1984.8 3092.0 6463.5 1548.3 6905.3 6661.1 3994.1 7530.4 2953.1 5529.9 3899.2
4774.8 4459.3 1957.0 1353.0 1611.2 0.0 5325.7 828.7 1077.4 5267.2 6810.3 8282.6 7701.7 8198.6 6511.4 5116.7 6795.2 7150.7 7450.5 5969.4 4639.6 4727.7 3713.6 3517.6 2746.3 3343.2 2681.8 2322.8 3944.1 2336.0 2206.7 1428.8 901.6 2360.3 3795.8 1209.7 3550.8 2784.9 2119.5 2650.0 2077.3 2565.6 2488.1 1394.1 1008.0 5445.5 7317.7 6740.4 6055.6 5161.4 6583.6 6490.0 5865.6 6258.3 5523.0 6333.7 4356.5 4193.4 4124.4 8127.6 4882.5 6385.3 8211.9 3011.1 5594.5 8162.2 6993.2 10032.2 7383.1 8260.2 2100.9 570.1 3523.9 6895.4 2947.5 5697.5 5362.9 3607.3 7962.3 1036.8 4111.9 5298.4
2620.4 2474.0 4656.5 6816.6 7328.5 5637.0 0.0 5732.4 6573.1 5708.1 5032.4 4139.5 4188.4 3610.3 2998.1 3599.8 3281.9 4233.3 6545.0 6581.7 2485.1 5468.4 4546.7 5371.3 4654.6 4027.2 3845.9 4175.8 3242.4 3472.2 3903.5 5104.2 5005.5 7620.1 9055.6 6673.4 3062.3 4351.2 3816.3 3939.7 4980.0 4758.9 4720.9 5333.5 5620.3 385.2 3743.3 1680.2 995.4 849.0 1523.4 1429.8 1404.1 1198.1 1953.6 5118.0 2127.3 1659.2 1895.3 3377.1 2036.0 3111.0 4937.5 5592.4 8225.0 5487.4 9623.7 7799.8 2322.9 4429.6 7564.6 6033.8 5601.1 5990.0 8207.3 4478.3 3846.0 5251.4 7056.9 5676.4 2769.1 10558.2
4990.8 4675.3 1362.9 2006.3 2264.5 826.6 5422.3 0.0 1810.0 5091.0 7026.3 8498.6 7917.7 9400.7 6727.4 5332.7 7011.2 5955.3 7445.6 5964.6 4855.6 4851.3 3929.6 3733.6 2962.3 3559.3 2897.8 2538.8 4040.7 2552.1 2303.3 1644.8 1117.6 3002.5 4438.1 1863.0 3177.0 1963.5 1995.8 2078.8 1341.3 1744.2 1666.7 883.9 271.9 5542.1 7533.7 6837.0 6152.2 5258.0 6680.2 6586.6 5962.2 6354.9 5619.6 5642.2 4453.1 4290.0 4221.0 7436.2 4979.1 6482.0 8308.5 3653.4 4903.1 8378.3 6301.7 10027.3 7479.7 8476.2 2754.2 1223.4 4166.2 6890.6 3589.8 5006.0 5578.9 3823.3 7957.5 526.6 4327.9 5940.7
5932.7 5617.2 3271.0 1634.7 1496.4 1197.5 6430.0 1933.0 0.0 4694.9 7572.4 9440.5 8859.6 11981.3 7669.3 6274.5 7953.1 6578.4 6878.2 5397.2 5797.5 4155.4 4115.2 3672.0 3794.4 4377.4 3771.8 3427.1 5332.3 3440.3 3311.0 2533.1 2005.9 1788.0 3223.5 1491.5 4655.0 3871.6 3223.8 3986.8 3249.3 3652.3 3574.8 2559.2 2112.2 6549.8 8475.6 8008.9 7432.9 6265.6 9335.2 7867.3 6969.9 7362.6 8645.6 6627.7 5460.8 5297.7 5228.7 8421.7 5986.8 9062.5 10889.0 2438.9 5888.5 9320.1 7287.2 9459.9 10700.6 9418.1 2382.7 824.6 2951.7 6323.2 2375.2 5991.5 6520.7 3853.7 7390.1 2141.1 5389.5 4726.1
3682.9 3367.4 5024.5 5500.8 4538.2 5043.0 5423.2 5254.4 4350.7 0.0 3293.8 6355.9 5775.0 6271.9 4584.7 3201.9 4868.5 2299.8 2599.6 1118.6 3547.7 698.6 1244.4 1793.9 2898.8 2141.0 2726.6 3293.1 3885.9 3699.5 3864.0 3810.7 4442.4 4829.7 6265.2 4968.1 4866.1 4970.9 4206.7 4737.1 5370.4 5149.2 5111.3 6522.9 5433.6 5542.9 5391.0 5285.9 5183.1 5258.8 6272.6 5617.5 5963.0 5947.3 6512.5 10591.3 5716.2 5553.1 5484.1 7936.1 6242.1 7669.9 9496.4 2545.0 9852.2 6247.5 11250.9 5181.3 6522.9 6333.5 6271.9 4648.9 1803.4 2044.6 5417.0 7636.4 3448.1 1456.5 3111.5 5462.4 3139.7 7767.9
