0.0 7461.1 6660.8 9448.3 2286.2 2386.2 1195.8 2606.2 2292.9 2573.9 3941.9 4590.3 463.8 12327.7 5059.6 4151.2 4704.2 3265.2 1910.4 6334.8 4695.0 4997.0 6070.3 4205.3 2393.0 2118.4 2882.1 2230.2 3705.1 7527.3 7716.1 10188.2 6575.4 8531.5 6825.5 1431.5 1280.8 3936.5 2079.5 7266.4
7800.9 0.0 1391.5 2473.1 8816.0 7028.5 8088.6 10514.0 10877.8 9612.3 5463.7 5565.8 8160.3 10523.5 8466.0 3857.3 8110.6 4669.6 5902.3 9741.1 5873.3 2919.8 11765.0 9900.0 8626.2 8424.1 4916.4 6872.4 11332.8 5723.1 5858.3 11778.9 4771.3 6727.3 8416.2 9127.9 8977.3 9615.0 7251.2 4539.5
7503.4 1865.7 0.0 3166.6 7144.4 5024.8 6417.0 10216.5 10580.4 9314.9 4718.9 4821.0 7862.8 9778.8 8168.5 3559.8 7813.1 3949.4 5604.8 9443.7 5575.8 2199.5 11450.0 9585.0 6954.6 6752.5 4196.1 4859.1 11035.3 4978.4 5113.6 11034.1 4026.5 5982.5 7671.5 8830.5 8679.9 9300.0 5617.3 5312.4
7486.4 1213.4 1076.7 0.0 8501.5 6714.0 7774.1 10199.5 10563.3 9297.8 4974.0 5076.1 7845.8 10033.9 8151.5 3542.8 7796.1 4180.0 5587.8 9426.6 5558.8 2430.1 11450.5 9585.5 8311.7 8109.6 4426.7 6557.9 11018.3 5233.5 5368.7 11289.2 4281.6 6237.6 7926.6 8813.5 8662.8 9300.5 6936.7 6906.5
2324.4 9065.0 8264.7 11052.2 0.0 2387.9 1079.6 4339.2 4025.9 4306.9 3563.0 4211.5 2177.1 12037.3 6184.3 5169.6 5829.0 3420.2 3035.1 7459.5 5145.7 5409.8 3781.1 1916.1 1037.4 911.0 3421.8 2518.3 5438.1 7236.9 7425.7 7899.0 6285.0 8241.1 4536.3 3164.5 3013.8 1647.3 2585.0 8284.8
2487.0 5792.6 4982.0 9204.3 2230.6 0.0 1503.3 4803.2 4489.9 4770.9 1516.7 2165.2 2660.8 9902.5 5890.5 3321.6 5535.1 1373.9 1558.5 7165.7 3297.8 3172.0 5179.6 3314.7 2040.8 1838.8 1057.1 156.1 5902.1 5102.1 5290.9 8408.2 4150.3 6106.3 5045.6 3628.5 3477.8 3029.7 1252.1 6436.8
1209.6 8291.9 7491.6 10279.1 1359.5 1713.5 0.0 3525.8 3212.5 3493.5 2888.6 3537.1 1383.4 11274.4 5322.3 4396.5 4966.9 2745.8 2173.1 6597.5 4372.7 4674.6 4847.0 2982.1 1169.7 967.7 2559.7 1843.8 4624.7 6474.0 6662.8 8965.0 5522.2 7478.2 5602.3 2351.1 2200.4 2713.2 1723.0 7511.7
2478.8 10259.9 9459.6 12247.2 4101.5 4544.7 3354.3 0.0 471.9 1533.8 6100.3 6748.8 2279.1 14486.1 4346.9 6666.3 3991.6 5423.7 3735.2 5622.1 6128.8 7155.4 7885.5 6020.6 4208.3 3933.7 5040.5 4388.6 1820.4 9685.7 9874.5 12003.5 8733.9 10689.9 8640.8 2547.4 2396.8 5751.8 4203.8 8981.7
2336.9 10841.7 10041.4 12828.9 3959.7 4402.8 3212.4 455.6 0.0 1204.4 5958.5 6606.9 2137.2 14344.3 4081.1 7248.1 3725.7 5281.8 3593.4 5356.3 8027.1 7013.6 7743.7 5878.7 4066.4 3791.9 4898.7 4246.8 1554.5 9543.9 9732.7 11861.6 8592.0 10548.0 8499.0 2405.6 2254.9 5609.9 4061.9 10688.7
2718.2 10499.4 9699.1 12486.6 4341.0 4784.1 3593.7 1914.3 1601.0 0.0 6339.8 6988.2 2518.5 14725.6 5539.7 6905.8 5184.4 5663.1 3974.7 6814.9 6368.2 7394.9 8125.0 6260.0 4447.7 4173.2 5280.0 4628.1 3013.2 9925.2 10114.0 12242.9 8973.3 10929.3 8880.3 2786.9 2636.2 5991.2 4443.2 9221.2
3813.2 4685.5 3874.9 6947.0 3556.8 1437.3 2829.5 6129.4 5816.1 6097.1 0.0 862.6 3987.0 8600.0 7216.7 3115.8 6861.3 708.7 2884.7 8491.9 4624.0 2064.9 6505.8 4640.9 3367.0 3165.0 1216.9 1567.6 7228.3 3799.6 3988.4 7446.0 2847.7 4803.7 4083.3 4954.7 4804.0 4355.8 2578.2 6828.0
4518.5 5637.4 4826.9 7618.8 4262.1 2142.6 3534.8 6834.7 6521.4 6802.4 737.7 0.0 4692.3 8601.6 7922.0 3821.2 7566.6 1414.0 3590.0 9197.2 5329.3 2770.2 7863.4 5998.5 4072.3 3870.3 1922.2 2272.9 7933.6 3801.1 3989.9 7447.5 2849.3 4805.3 4084.9 5660.0 5509.3 5713.4 3283.6 7533.3
520.5 7820.7 7020.4 9807.9 2143.2 2586.4 1396.0 2535.3 2222.0 2503.0 4142.0 4790.5 0.0 12527.8 5419.2 4510.8 5063.9 3465.4 2270.0 6694.4 4895.2 5197.1 5927.3 4062.3 2250.0 1975.4 3082.2 2430.3 3634.1 7727.4 7916.2 10045.2 6775.6 8731.6 6682.5 1360.5 1209.9 3793.5 2245.5 7626.0
12254.4 10482.7 9672.1 11144.1 12012.2 9878.5 11270.7 14570.6 14257.3 14538.3 8473.7 8575.8 12428.2 0.0 16785.5 12176.9 16430.2 9149.9 11325.9 18060.7 14192.8 8981.1 16945.2 18869.0 11822.4 11620.4 9658.1 10008.8 15669.5 5180.3 5204.9 8416.6 6132.2 3809.6 10952.0 13395.9 13245.3 19541.9 11019.5 13929.5
4860.0 8975.3 8175.0 10962.6 5848.8 5549.3 5115.9 3583.8 3947.7 5009.6 7077.1 7725.5 5219.4 16047.2 0.0 5381.8 275.0 6428.3 3728.0 1770.9 6160.7 7992.2 9336.3 7471.3 5659.0 5456.9 6045.1 5393.2 4402.6 11246.8 11382.0 13968.6 10295.0 12251.0 10605.9 6023.3 5872.6 7202.5 5772.0 8822.3
3364.9 4285.1 3484.8 6272.3 4342.7 2555.3 3615.4 5208.7 4895.4 5176.4 3258.0 3906.5 3724.3 11357.0 5798.3 0.0 5443.0 2573.3 1466.4 7073.5 3205.6 3302.0 7291.7 5426.8 4152.9 3950.9 2190.1 2399.2 6307.6 6556.6 6691.8 10244.8 5604.7 7560.8 6882.2 4692.0 4541.4 5141.8 2778.0 4826.4
4726.3 8841.6 8041.3 10828.9 5715.1 5415.6 4982.1 3450.1 3814.0 4875.9 6943.3 7591.8 5085.7 15913.5 355.4 5248.1 0.0 6294.6 3594.3 1630.6 6027.0 7858.5 9202.6 7337.6 5525.3 5323.2 5911.4 5259.5 4268.9 11113.1 11248.3 13834.9 10161.3 12117.3 10472.2 5889.6 5738.9 7068.8 5638.3 8688.6
3277.4 4726.8 3916.2 6988.4 3310.2 1190.7 2582.9 5593.6 5280.3 5561.3 686.2 1334.7 3451.2 9072.0 6664.9 2520.2 6309.5 0.0 2332.9 7940.1 4072.2 2106.2 6259.2 4394.2 3120.4 2918.4 621.2 1284.2 6692.5 4271.6 4460.4 7673.1 3319.8 5275.8 4310.4 4418.9 4268.2 4109.2 2042.4 6232.4
1898.6 5550.7 4750.4 7537.9 2887.4 1414.6 2154.5 3851.9 3538.6 3819.6 2942.4 3590.8 2258.0 11328.2 3865.3 2240.8 3509.9 2293.6 0.0 5140.4 2503.1 4025.3 6151.1 4286.1 2697.6 2495.5 1910.4 1258.5 4950.8 6527.8 6716.6 9833.9 5575.9 7531.9 6471.2 3225.7 3075.0 4001.1 1156.8 5356.0
6253.0 10368.3 9568.0 12355.6 7241.8 6942.3 6508.8 4976.8 5340.7 6402.6 8470.0 9118.5 6612.4 17440.2 1522.7 6774.7 1668.0 7821.3 5121.0 0.0 7553.7 9385.2 10729.3 8864.3 7052.0 6849.9 7438.1 6786.2 5795.6 12639.8 12775.0 15361.6 11688.0 13644.0 11998.9 7416.3 7265.6 8595.5 7165.0 10215.3
3537.0 7295.3 6495.0 9282.6 4552.1 2764.6 3824.8 5028.7 5392.5 4934.5 4292.4 4940.9 3896.4 12678.2 2980.7 3701.7 2625.3 3643.6 1638.4 4255.8 0.0 5375.4 7501.1 5636.2 4362.3 4160.3 3260.5 2608.6 5847.5 7877.8 8066.6 11183.9 6926.0 8882.0 7821.3 4864.1 4713.5 5351.1 2987.4 5062.7
5014.9 2972.4 2161.8 5234.0 5307.0 3187.5 4579.7 7331.2 7017.9 7298.9 2457.0 3105.4 5188.8 8851.5 7864.0 3255.3 7508.6 2112.0 4070.5 9139.1 5271.3 0.0 8293.8 6428.8 5117.2 4915.2 2358.8 3021.7 8430.0 4051.1 4186.3 9443.8 3099.2 5055.2 6081.1 6156.4 6005.8 6143.8 3780.0 6619.0
5965.0 11868.5 11068.2 13855.7 4042.1 5170.5 4902.8 8116.5 7803.1 8084.2 6345.6 6994.1 5954.3 17526.0 9551.6 7973.1 9196.2 6202.8 6210.0 10826.8 7949.3 8251.2 0.0 1955.7 4404.6 4278.2 6136.3 5300.8 9215.3 9136.1 9271.3 7582.9 8184.3 9318.2 6018.5 6941.7 6791.1 2628.6 5903.5 11088.3
4100.0 10003.5 9203.2 11990.8 2177.1 3305.5 3037.8 6251.5 5938.2 6219.2 4480.6 5129.1 4089.3 19449.8 7686.6 6108.1 7331.2 4337.8 4345.0 8961.8 6084.3 6386.3 1955.7 0.0 2539.6 2413.2 4271.4 3435.8 7350.4 7271.2 7406.4 7516.2 6319.3 7453.3 4153.6 5076.8 4926.1 763.6 4038.5 9223.3
3198.4 8408.2 7607.8 10395.4 1275.5 1710.1 2136.2 5349.9 5036.5 5317.6 2885.3 3533.7 3187.7 11297.7 7081.6 4512.7 6726.2 2742.4 2749.6 8356.8 4488.9 4790.9 4933.8 3068.8 0.0 1511.6 2676.0 1840.5 6448.7 6497.3 6686.1 8662.2 5545.4 7501.4 5299.5 4175.1 4024.5 2783.8 2443.2 7627.9
2120.6 8765.4 7965.1 10752.7 527.6 2088.4 875.9 4135.5 3822.1 4103.2 3263.5 3912.0 1973.3 11763.0 5884.8 4870.0 5529.4 3120.7 2735.6 7160.0 4846.2 5110.2 4015.1 2150.1 763.1 0.0 3122.2 2218.7 5234.3 6962.6 7151.4 8133.0 6010.7 7966.7 4770.3 2960.7 2810.1 1881.3 2285.5 7985.2
3222.2 5205.3 4394.7 7466.9 2965.9 846.3 2238.5 5538.5 5225.1 5506.2 1130.1 1778.6 3396.0 9515.9 6625.7 2663.9 6270.4 852.9 2293.7 7900.9 4033.0 2584.7 5914.9 4049.9 2776.1 2574.0 0.0 976.6 6637.3 4715.5 4904.3 8030.5 3763.7 5719.7 4667.8 4363.7 4213.1 3764.9 1987.3 6376.1
2242.3 5636.5 4825.9 8943.6 2361.0 156.1 1633.6 4558.6 4245.2 4526.3 1647.1 2295.5 2416.1 10032.9 5629.9 3061.0 5274.5 1284.2 1297.9 6905.0 3037.2 3015.9 5310.0 3445.0 2171.2 1969.1 901.0 0.0 5657.4 5232.5 5421.3 8538.6 4280.6 6236.6 5175.9 3383.8 3233.2 3160.0 1007.4 6176.2
3581.5 11381.4 10581.1 13368.7 5204.2 5647.4 4457.0 1210.7 1574.6 2636.5 7203.0 7851.5 3381.8 15588.8 4620.8 7787.9 4265.4 6526.4 4837.9 5896.0 8566.8 10398.3 8988.3 7123.3 5311.0 5036.4 6143.2 5491.3 0.0 10788.4 10977.2 13106.2 9836.6 11792.6 9743.5 3650.1 3499.5 6854.5 5306.5 11228.4
7715.0 5943.3 5132.7 6604.6 7472.8 5339.1 6731.3 10031.2 9717.9 9998.9 3934.2 4036.3 7888.8 5162.3 12246.1 7637.5 11890.8 4610.5 6786.5 13521.3 9653.4 4441.7 10665.3 8800.4 7283.0 7081.0 5118.7 5469.4 11130.1 0.0 135.2 10249.4 951.9 1366.1 6886.8 8856.5 8705.8 8515.3 6480.0 9390.1
7739.6 5967.9 5157.3 6629.2 7497.4 5363.7 6755.9 10055.8 9742.5 10023.5 3958.8 4060.9 7913.4 5186.9 12270.7 7662.0 11915.3 4635.1 6811.1 13545.9 9678.0 4466.3 10689.9 8824.9 7307.6 7105.5 5143.2 5494.0 11154.7 135.2 0.0 10274.0 1087.1 1390.7 6911.3 8881.1 8730.4 8539.9 6504.6 9414.6
10098.4 11636.6 10826.1 13618.0 8175.5 7969.4 9036.2 12249.9 11936.5 12217.6 7465.8 7567.9 10087.7 8537.0 13937.7 9648.0 13582.3 7348.7 9605.7 15212.8 11345.0 8939.8 13428.0 7610.7 8538.0 8411.6 7749.0 8099.8 13348.7 7288.1 7423.3 0.0 7715.8 7950.6 3337.6 11075.1 10924.5 7325.7 9299.2 13360.2
6535.1 4777.2 3966.6 6758.6 6292.9 4159.1 5551.4 8851.3 8538.0 8819.0 2754.3 2856.4 6708.9 6114.2 11080.0 6471.3 10724.6 3430.5 5606.6 12355.2 8487.3 3275.5 9485.4 7620.4 6103.1 5901.0 3938.7 4289.5 9950.2 951.9 1087.1 9069.5 0.0 2318.0 5706.8 7676.6 7525.9 7335.4 5300.1 8223.9
8476.4 6704.7 5894.1 7366.0 8234.2 6100.5 7492.7 10792.6 10479.3 10760.3 4695.6 4797.7 8650.2 3827.8 13007.5 8398.9 12652.2 5371.9 7547.9 14282.7 10414.8 5203.1 11426.7 9561.8 8044.4 7842.4 5880.1 6230.8 11891.5 1402.3 1426.9 8652.4 2354.2 0.0 7648.2 9617.9 9467.2 9276.7 7241.4 10151.5
6760.8 8299.0 7488.4 10280.4 4837.9 4631.8 5698.6 8912.3 8598.9 8880.0 4128.1 4230.2 6750.1 11834.8 10600.0 6310.4 10244.7 4011.0 6268.1 11875.2 8007.3 5602.2 6138.1 4273.1 5200.4 5074.0 4411.4 4762.1 10011.1 5330.0 5465.2 3362.7 4378.2 5512.1 0.0 7737.5 7586.9 3988.1 5961.6 10022.5
1312.9 10251.3 9451.0 12238.6 2935.6 3378.8 2188.4 2082.2 1768.8 2049.9 4934.4 5582.9 1113.2 13320.3 5707.6 5303.2 5352.2 4257.8 3062.4 6982.8 5687.6 5989.6 6719.7 4854.7 3042.4 2767.9 3874.7 3222.8 3181.0 8519.9 8708.7 10837.6 7568.0 9524.0 7475.0 0.0 308.3 4585.9 3037.9 8418.5
1341.4 9972.0 9171.7 11959.3 2964.1 3407.3 2216.9 1802.9 1489.5 1770.6 4962.9 5611.4 1141.6 13348.7 5428.3 6378.5 5072.9 4286.3 3090.9 6703.5 5716.0 6018.0 6748.1 4883.2 3070.8 2796.3 3903.1 3251.2 2901.7 8548.3 8737.1 10866.1 7596.5 9552.5 7503.4 342.3 0.0 4614.3 3066.4 8693.8
3801.4 9693.3 8893.0 11680.5 1878.6 2995.3 2739.2 5952.9 5639.6 5920.6 4170.4 4818.9 3790.8 20109.1 7388.0 5797.9 7032.6 4027.6 4034.8 8663.2 5774.1 6076.0 2615.0 750.1 2241.1 2114.7 3961.1 3125.6 7051.8 6960.9 7096.1 7206.0 6009.1 7143.0 3843.4 4778.2 4627.5 0.0 3788.7 8913.1
2067.8 6707.5 5907.2 8694.7 3056.6 2409.4 2323.6 4569.6 4256.3 4537.3 3937.2 4585.6 2427.2 12323.0 5022.1 3397.6 4666.7 3288.4 1156.8 6297.2 3659.9 5020.1 6544.1 4679.1 2866.8 2664.7 2905.2 2253.3 5668.5 7522.6 7711.4 10828.7 6570.7 8526.7 7466.0 3394.9 3244.2 4410.3 0.0 6512.8
