0.0 2562.2 6041.5 5950.3 4693.9 2674.3 2276.9 3740.1 3882.9 6662.2 2724.5 3459.8 5405.3 2049.8 3646.9 1363.1 4893.0 2539.8 2904.6 5156.6 1188.2 2778.2 4328.4 3560.1 3184.2 3763.2 4039.5 3808.1 2105.2 5609.6 5114.2 3245.9 4007.1 5323.8 5661.2 3021.6 2130.4 5574.5 5534.2 4262.4 3402.6 4102.0 4813.9 5963.0 2377.8 2736.6 17817.8
2318.8 0.0 4602.5 3634.5 2573.9 3046.1 1007.9 2095.7 2238.5 4346.4 3075.0 3831.7 5576.8 3602.0 3818.4 3404.8 5064.5 224.0 2674.2 3512.2 1193.3 462.4 4499.9 3329.7 3534.8 1447.4 4211.0 2899.4 1874.8 3293.7 5285.7 930.1 1732.6 3390.8 5832.7 705.8 2219.4 3930.0 5705.7 4433.9 1086.8 2435.7 2880.8 6134.5 2127.4 3108.5 19859.4
5993.0 4885.7 0.0 2792.6 3270.1 4214.8 4026.7 2677.9 2612.8 2573.5 3640.8 3828.8 2147.5 4992.9 3174.3 5561.8 3452.2 4863.4 6600.8 1217.5 5119.9 5101.7 1849.4 7256.4 2998.8 4489.0 2598.8 2905.7 5801.4 3941.6 2436.3 3870.2 4090.9 2610.6 2403.4 4383.2 4237.8 1797.9 2856.3 2821.7 4888.1 3186.3 2257.9 3386.4 4208.7 4499.3 23103.0
5887.1 3741.6 2792.6 0.0 2196.6 5250.6 4149.9 3122.5 3265.2 748.9 4097.7 5093.8 4893.5 5806.5 4648.5 6257.8 5894.6 3719.3 6242.5 3881.2 4761.6 3574.7 4595.3 6898.1 4263.9 2449.8 5041.2 3729.6 5443.1 1708.5 5182.2 3217.8 2629.9 1196.6 5149.3 3730.8 4423.9 2669.7 5602.2 5264.1 2655.0 2880.0 1579.0 6132.3 4331.9 5313.0 23425.2
4616.4 2564.6 3272.6 2171.0 0.0 3551.7 2451.0 1423.6 1566.3 2883.0 2398.8 3394.9 4708.1 4107.6 2949.6 4558.9 4195.7 2542.3 5025.1 2182.3 3544.2 2780.7 3631.1 5680.6 2565.0 2306.0 3342.3 2030.7 4225.7 2106.3 4417.0 1549.1 1907.9 1680.8 4963.9 2062.2 2725.0 2600.1 4837.0 3565.2 2643.5 1181.1 1170.8 5265.8 2633.0 3614.1 21726.3
2674.3 3226.2 4219.1 5214.5 3505.0 0.0 2240.5 2551.2 2694.0 5933.7 833.8 789.2 3582.9 1194.3 1824.4 1763.2 3070.6 3203.9 3606.9 3608.6 2126.0 3442.2 2505.9 4262.4 1355.4 3216.3 2217.1 1985.7 2807.5 5149.7 3291.8 2210.7 2818.2 4134.9 3838.8 2723.7 941.5 4026.4 3711.8 2440.0 3553.8 2913.1 3625.0 4140.6 1188.9 700.7 19784.3
2238.5 1163.6 3982.5 4084.3 2529.3 2204.3 0.0 1475.7 1618.5 4073.6 2233.2 2989.8 4914.1 2760.2 3155.6 3324.5 4401.8 1141.3 2593.9 2892.2 1113.1 1379.7 3837.1 3249.5 2693.0 2086.1 3548.3 2279.5 1794.6 4019.5 4623.0 885.4 1688.0 3059.4 5170.0 661.1 1377.6 3310.1 5043.0 3771.2 2004.1 1837.6 2549.5 5471.8 1285.6 2266.6 19779.2
4385.5 2953.3 2560.1 3439.0 1706.5 2607.2 2094.3 0.0 680.4 3794.9 1701.7 2221.2 3534.4 3385.4 1775.9 3954.3 3022.0 2931.0 4668.4 1469.7 3187.5 3169.3 2457.4 5323.9 1391.3 2556.5 2168.6 857.0 3869.0 3571.7 3243.3 1937.8 2158.4 2336.4 3790.2 2450.8 2368.2 1887.6 3663.3 2391.5 2894.0 1253.8 1826.5 4092.1 2276.3 2891.8 21495.4
4188.8 2882.4 2547.2 2805.8 1240.0 2864.0 2023.4 674.6 0.0 2717.4 1958.5 2478.0 3791.1 3680.0 2032.7 4131.3 3278.8 2860.1 4597.5 1456.9 3116.6 3098.5 2714.2 5253.1 1648.1 2485.7 2425.4 1113.8 3798.1 3339.0 3500.0 1866.9 2087.6 1703.2 4047.0 2379.9 2297.4 1874.7 3920.0 2648.3 2823.2 1183.0 1193.3 4348.8 2205.4 3186.5 21298.7
6274.4 4470.1 2663.2 765.5 2925.1 5209.8 4109.1 3081.6 3224.4 0.0 5072.1 5591.6 4764.1 5765.7 5146.3 6217.0 6392.4 4447.8 6971.0 4018.6 5490.2 4303.2 4465.9 7626.6 4761.7 3178.3 5538.9 4227.3 6171.6 2437.1 5052.8 3946.3 3358.4 1106.1 5019.9 4459.3 4383.1 2540.3 5472.8 5761.8 3383.5 2839.2 1538.2 6002.9 4291.1 5272.1 23384.4
2654.7 3184.1 3673.8 4300.5 2568.0 833.8 2198.4 1194.9 1413.9 4656.4 0.0 1085.4 3037.7 2072.7 1279.2 2597.2 2525.3 3161.8 3564.8 2331.2 2083.9 3400.2 1960.7 4220.3 816.5 3174.2 1671.9 1440.4 2765.4 4433.2 2746.6 2168.6 2776.1 3197.9 3293.5 2681.7 899.4 2749.1 3166.5 1894.8 3511.7 2115.3 2687.9 3595.4 722.0 1579.1 19764.6
3495.1 4046.9 3782.8 5141.6 3409.1 824.4 3061.2 2448.1 2383.0 5497.5 1120.5 0.0 3146.7 1602.5 1388.2 2171.5 2634.3 4024.6 4427.6 3172.3 2946.7 4263.0 2069.7 5083.1 935.4 4037.1 1780.9 1549.4 3628.2 5274.3 2855.6 3031.4 3639.0 4039.0 3402.5 3544.5 1762.3 3590.2 3275.5 2003.8 4374.6 2956.4 3529.1 3704.4 2009.6 1109.0 20605.0
5356.8 5886.3 2147.5 4893.5 4665.0 3578.6 4900.5 3703.9 3638.8 4674.4 3004.6 3192.6 0.0 4356.7 2538.2 4925.6 2816.0 5864.0 6266.9 2652.7 4786.1 6102.3 1213.2 6922.5 2362.7 5515.0 1962.6 2805.3 5467.5 6042.5 1800.1 4870.8 5116.9 4711.5 287.1 5383.8 3601.6 3898.8 2220.1 2185.5 5852.5 4212.3 4784.9 2750.2 3848.9 3863.1 22466.8
2022.7 3782.1 4980.9 5770.4 4060.9 1194.3 2796.4 3107.1 3249.9 5705.0 2076.4 1567.3 4344.7 0.0 2586.3 686.7 3832.4 3759.8 4162.8 4370.4 2681.9 3998.1 3267.8 4818.3 2133.5 3772.2 2978.9 2747.5 3363.4 5705.6 4053.6 2766.6 3374.1 4690.8 4600.6 3279.6 1497.4 4788.2 4473.6 3201.8 4109.7 3469.0 4180.9 4902.4 1744.8 493.5 19132.6
4270.5 4800.0 2406.3 5152.3 3578.6 2492.2 3814.2 2617.6 2552.5 4933.2 1918.3 2106.2 1770.1 3270.4 0.0 3839.3 1257.8 4777.6 5180.6 1387.3 3699.7 5016.0 693.2 5836.2 1276.3 4428.6 404.3 1719.0 4381.2 5443.8 1479.0 3784.5 4030.5 4208.5 2026.0 4297.5 2515.3 3759.7 1899.0 627.2 4766.1 3125.9 3698.6 2327.8 2762.6 2776.8 21380.4
1335.9 3510.4 5549.9 6283.6 4574.2 1763.2 3225.2 3620.4 3763.1 6218.2 2604.7 2136.3 4913.7 686.7 3155.2 0.0 4401.3 3488.1 3852.8 4939.3 2136.5 3726.5 3836.7 4508.4 2702.5 4285.4 3547.9 3316.5 3053.5 6218.9 4622.6 3279.8 3887.3 5204.0 5169.5 3969.9 2010.6 5357.2 5042.6 3770.8 4350.9 3982.2 4694.1 5471.4 2258.0 1062.5 18445.9
4521.9 5051.4 3037.9 5562.5 3830.0 2743.6 4065.6 2869.0 2803.9 5564.8 2169.7 2357.6 2458.4 3521.8 1703.2 4090.7 0.0 5029.0 5432.0 2023.2 3951.1 5267.4 1213.1 6087.5 1527.7 4680.0 760.2 1970.4 4632.6 5695.2 1128.6 4035.9 4281.9 4459.9 2714.3 4548.9 2766.7 4011.1 1090.0 588.2 5017.5 3377.3 3950.0 1518.1 3014.0 3028.2 21631.8
2492.7 173.9 4776.4 3808.4 2747.8 3220.0 1181.8 2269.6 2412.4 4520.3 3248.9 4005.6 5750.7 3775.9 3992.3 3578.7 5238.4 0.0 2848.1 3686.1 1367.2 636.3 4673.8 3503.6 3708.7 1621.3 4384.9 3073.3 2048.7 3467.6 5459.6 1104.0 1906.5 3564.7 6006.6 879.7 2393.3 4103.9 5879.6 4607.8 1260.7 2609.6 3054.8 6308.4 2301.4 3282.4 20033.3
2813.9 2310.7 6543.4 6284.7 5224.1 3618.8 2611.3 4036.6 4179.3 6996.6 3647.7 4404.4 6328.6 4174.7 4570.2 3899.9 5816.3 2268.1 0.0 5453.0 1688.5 3112.6 5251.6 719.3 4107.5 4097.6 4962.8 4731.4 830.4 5943.9 6037.5 3580.3 4382.8 5620.3 6584.5 3356.0 2792.1 5870.9 6457.5 5185.7 3737.0 4398.4 5110.3 6886.3 2700.1 3681.2 20354.6
5343.9 3795.4 1217.5 4132.6 2179.7 3565.6 2936.4 1587.6 1522.5 3913.6 2660.1 3179.7 2652.7 4343.8 2734.3 4912.7 2433.2 3773.1 5510.5 0.0 4029.6 4011.4 2053.0 6166.0 2349.7 3398.6 1579.8 1815.4 4711.1 4413.8 2640.0 2779.9 3000.5 2809.6 2908.6 3292.9 3210.3 2006.2 3060.0 1802.7 3736.1 2095.9 2299.7 3590.0 3118.4 3850.2 22453.9
1125.5 1373.9 5020.8 4762.1 3701.5 2096.2 1088.7 2514.0 2656.7 5474.0 2125.1 2881.7 4806.0 2652.1 3047.6 2211.4 4293.7 1351.6 1716.3 3930.4 0.0 1590.0 3729.0 2371.9 2584.9 2575.0 3440.2 3208.8 917.0 4421.3 4514.9 2057.6 2860.2 4097.7 5061.9 1833.4 1269.5 4348.3 4934.9 3663.1 2214.4 2875.8 3587.7 5363.7 1177.5 2158.6 18666.1
2717.3 571.8 5001.0 3577.0 2972.4 3444.6 1406.3 2494.2 2636.9 4288.9 3473.5 4230.1 5975.3 4000.5 4216.8 3803.2 5463.0 549.5 3072.7 3910.6 1591.8 0.0 4898.3 3728.2 3933.3 1389.9 4609.5 3297.9 2273.3 3236.2 5684.2 1328.6 1717.2 3789.3 6231.2 1104.3 2617.9 4328.5 6104.2 4832.4 1029.3 2834.2 3279.3 6533.0 2525.9 3506.9 20257.9
4279.8 4809.3 1869.1 4615.1 3588.0 2501.6 3823.6 2627.0 2561.8 4396.0 1927.7 2115.6 1232.9 3279.7 1461.2 3848.7 1739.1 4787.0 5190.0 1519.9 3709.1 5025.4 0.0 5845.5 1285.7 4438.0 885.6 1728.3 4390.6 5453.2 1020.8 3793.8 4039.9 4217.9 1488.8 4306.8 2524.6 3769.1 1440.8 1108.5 4775.5 3135.3 3707.9 1970.9 2772.0 2786.2 21389.8
3469.5 3311.6 7198.9 6946.1 5885.5 4274.4 3266.9 4692.1 4834.9 7658.0 4303.3 5059.9 6984.1 4830.2 5225.7 4555.5 6471.8 3269.0 719.3 6108.6 2344.0 3774.0 5907.2 0.0 4763.0 4759.0 5618.3 5386.9 1485.9 6605.3 6693.0 4241.7 5044.2 6275.8 7240.0 4017.4 3447.6 6526.4 7113.0 5841.2 4398.4 5054.0 5765.9 7541.8 3355.7 4336.7 22751.9
3102.2 3631.7 3003.0 4361.7 2629.2 1341.6 2645.9 1668.2 1603.1 4717.6 750.0 955.6 2366.8 2119.7 608.3 2688.6 1854.4 3609.3 4012.3 2392.4 2531.4 3847.7 1289.8 4667.8 0.0 3621.8 1001.0 769.6 3212.9 4494.4 2075.7 2616.2 3223.7 3259.1 2622.6 3129.2 1347.0 2810.3 2495.7 1223.9 3959.3 2176.5 2749.2 2924.5 1594.3 1626.1 20212.1
3702.3 1556.8 4622.9 2452.1 2194.9 3206.6 2109.5 2116.1 2258.9 3164.0 3235.5 3992.1 5597.2 3762.5 3838.8 4213.8 5084.9 1534.5 4057.7 3532.6 2576.8 1389.9 4520.3 4713.2 3454.2 0.0 4231.4 2919.8 3258.3 2111.3 5306.1 1229.9 398.1 3089.1 5853.1 1742.9 2379.8 3950.4 5726.1 4454.3 408.3 2456.1 2501.8 6154.9 2287.9 3268.9 21381.2
4007.9 4537.4 2580.7 5048.6 3316.1 2229.7 3551.7 2355.1 2289.9 5404.5 1655.8 1843.7 1944.5 3007.8 1189.3 3576.8 1099.8 4515.1 4918.1 1509.2 3437.2 4753.5 867.5 5573.6 1013.8 4166.1 0.0 1456.4 4118.7 5181.3 1321.0 3521.9 3768.0 3946.0 2200.3 4034.9 2252.7 3497.2 1741.0 469.2 4503.6 2863.4 3436.0 2169.8 2500.1 2514.3 21117.9
3855.9 3394.0 3000.8 3879.8 2147.3 2077.6 2535.1 1186.3 1121.1 4235.7 1172.1 1691.6 3004.8 2855.8 1246.3 3424.7 2492.4 3371.7 4766.0 1910.5 3285.1 3610.1 1927.8 5421.6 861.7 2997.3 1639.0 0.0 3966.6 4012.5 2713.7 2378.5 2599.2 2777.2 3260.6 2891.6 2100.7 2328.4 3133.7 1861.9 3334.8 1694.6 2267.2 3562.5 1764.6 2362.2 20965.8
2014.6 1775.1 5744.0 5485.3 4424.7 2819.4 1811.9 3237.2 3379.9 6197.2 2848.3 3605.0 5529.2 3375.3 3770.8 3100.5 5016.9 2074.8 830.4 4653.6 889.1 2313.2 4452.3 1485.9 3308.1 3298.2 4163.4 3932.0 0.0 5144.5 5238.1 2780.9 3583.4 4820.9 5785.1 2556.6 1992.7 5071.5 5658.1 4386.3 2937.6 3599.1 4310.9 6086.9 1900.7 2881.8 19555.2
5772.1 3626.6 3997.2 1764.2 2081.6 5225.9 4125.2 3097.7 3240.5 2476.1 4073.0 5265.7 6098.1 5781.8 4820.4 6233.1 6066.5 3604.3 6127.5 4514.2 4646.7 3459.7 5501.9 6783.1 4435.8 2111.3 5213.0 3901.5 5328.1 0.0 6287.7 3123.2 2291.4 2401.2 6353.9 3636.2 4399.1 3874.3 6707.7 5435.9 2540.0 3437.7 2783.6 7136.5 4307.2 5288.2 23400.5
5081.3 5610.8 2436.3 5182.2 4389.5 3303.1 4625.1 3428.5 3363.3 4963.2 2729.2 2917.1 1800.1 4081.2 2262.7 4650.2 1426.9 5588.5 5991.5 2640.0 4510.6 5826.9 1020.8 6647.0 2087.2 5239.5 1319.7 2529.8 5192.1 6254.7 0.0 4595.3 4841.4 5019.4 2056.0 5108.3 3326.1 4187.6 453.8 1147.7 5577.0 3936.8 4509.4 983.9 3573.5 3587.7 22191.3
3238.6 1073.4 3730.3 3256.8 1701.7 2173.9 937.5 1223.5 1366.3 3968.7 2202.9 2959.5 4704.6 2729.8 2946.2 3181.2 4192.3 1051.1 3574.3 2640.0 2093.4 1289.4 3627.7 4229.8 2662.6 1258.6 3338.8 2027.3 2774.9 3192.0 4413.5 0.0 860.5 2518.6 4960.5 570.9 1347.2 3057.8 4833.5 3561.7 1596.1 1563.5 2008.7 5262.3 1255.3 2236.3 20348.6
