0.0 1473.8 621.9 1063.8 1911.5 1502.1 1338.0 1282.4 1507.2 831.9 1894.7 59446.6
1374.5 0.0 1911.1 2012.9 2860.6 1634.8 1529.9 1594.1 1318.8 1873.1 3119.5 60395.7
1455.0 1673.0 0.0 2093.3 2941.0 2081.8 1976.9 2170.8 2395.5 285.8 1532.2 60476.2
1006.1 2008.3 1628.0 0.0 1626.2 1313.7 1149.7 1094.1 1318.8 1838.0 2900.9 59161.4
1909.1 2911.2 2531.0 1681.5 0.0 2372.1 2208.1 2354.8 2272.5 2741.0 3674.3 57866.6
1257.0 1289.5 1793.6 1178.3 2362.3 0.0 164.0 332.1 504.4 1755.5 3002.0 59897.4
1152.1 1184.6 1688.7 1014.3 2257.4 164.0 0.0 227.2 447.2 1650.6 2897.1 59792.5
1216.3 1248.8 1752.9 958.7 2386.2 332.1 227.2 0.0 664.4 1714.8 2961.3 60067.9
1468.3 973.5 2125.9 1183.4 2270.8 611.2 447.2 664.4 0.0 2087.8 3334.3 59952.5
1696.6 1914.7 285.8 2335.0 3182.7 2323.5 2218.6 2412.5 2637.2 0.0 1440.9 60717.9
2943.1 3161.1 1532.2 3581.4 3743.7 3569.9 3465.0 3658.9 3883.7 1480.3 0.0 60260.8
59407.3 60722.6 60029.2 59179.7 57937.5 60054.6 59890.5 60037.3 59954.9 60239.2 60297.6 0.0
