0.0 1827.7 2068.3 4012.7 3104.6 3098.9 5188.0 432.9 3909.2 1825.2 1931.6 2638.0 3797.6 2987.0 4211.1 685.9 234.2 4493.4 4434.6 4104.0 351.9 49861.7
2457.6 0.0 649.5 2593.9 1685.8 1680.1 3769.2 2526.3 2490.4 1059.5 1246.0 1219.2 2378.8 3813.0 2792.3 2466.7 2691.8 3074.6 2852.0 2685.2 2199.8 48442.8
3036.5 1897.2 0.0 2013.7 1976.8 1843.5 3189.0 3105.2 2644.6 1643.2 1824.9 639.1 2533.0 4396.8 2212.1 3045.6 3270.7 2494.4 2435.6 2552.2 2778.8 48410.8
4046.6 3057.7 2447.6 0.0 2305.1 2171.8 2286.3 4115.3 2972.9 2803.7 2835.0 1799.5 2861.3 5557.3 594.9 4055.7 4280.8 1355.0 1966.3 2821.7 3788.8 48680.4
3025.8 2159.2 1436.3 2305.1 0.0 856.2 3262.1 3104.0 1666.5 2168.5 1814.2 1666.9 806.2 5152.8 2503.5 3044.4 3260.0 2567.4 2028.1 1861.2 2768.0 47618.9
3779.1 2790.2 2180.1 2170.2 1709.1 0.0 2405.9 3847.8 1055.7 2536.3 2567.5 1532.1 944.1 5289.8 2180.7 3788.2 4013.3 1711.3 1171.9 1250.5 3521.4 47008.2
5286.3 4297.4 3687.3 2178.8 3467.8 2292.9 0.0 5355.0 2322.4 4043.4 4074.7 3039.2 2809.5 6797.0 1583.9 5295.4 5520.5 1384.7 1407.0 2262.4 5028.5 47393.8
432.9 1465.1 2078.7 4023.2 3115.0 3109.3 5198.4 0.0 3919.7 1462.6 2364.6 2648.5 3808.0 2624.4 4221.5 323.3 503.0 4503.8 4281.2 4114.4 784.9 49872.1
3836.3 2969.7 2246.8 2972.2 1646.2 1336.3 2415.8 3914.5 0.0 2979.0 2624.6 2334.0 845.6 5963.3 2529.3 3854.8 4070.5 2059.9 1520.5 860.8 3578.5 46069.7
2006.8 552.1 1165.7 3110.2 2202.0 2196.3 4285.4 1644.2 3006.7 0.0 1762.2 1735.5 2895.0 3693.1 3308.5 1584.6 2076.9 3590.8 3368.2 3201.4 1847.7 48959.1
1417.4 2096.6 1384.7 3329.1 2421.0 2415.3 4504.4 1850.4 3225.6 2105.9 0.0 1954.4 3114.0 4404.4 3527.5 2103.3 1651.6 3809.8 3751.0 3420.4 1159.7 49178.1
2839.4 1850.5 1240.4 1565.5 1779.7 1646.4 2740.8 2908.1 2447.5 1596.5 1627.8 0.0 2335.8 4350.1 1763.9 2848.5 3073.6 2046.2 1987.4 2355.0 2581.6 48213.7
3627.2 2760.6 2037.7 2763.1 1014.0 1127.2 2826.4 3705.4 1040.7 2769.9 2415.5 2124.9 0.0 5754.2 2601.2 3645.7 3861.4 2131.8 1592.4 1235.5 3369.4 46993.1
3270.8 3495.3 4108.9 5514.7 5145.2 5139.5 6690.0 2908.2 5949.8 3241.3 4705.4 3969.3 5838.2 0.0 5713.1 2848.6 3340.8 5995.4 5936.6 6053.1 3622.7 51911.8
4245.0 3256.0 2646.0 594.9 2503.5 2257.3 1691.4 4313.7 2587.3 3002.1 3033.3 1997.9 2773.9 5755.7 0.0 4254.1 4479.2 760.1 1371.4 2226.8 3987.2 48085.5
685.9 1405.5 2019.1 3963.5 3055.4 3049.7 5138.8 323.3 3860.0 1403.0 2617.5 2588.8 3748.4 2564.7 4161.9 0.0 755.9 4444.2 4221.6 4054.8 1037.8 49812.5
234.2 1897.8 2302.5 4246.9 3338.8 3333.1 5422.2 503.0 4143.4 1895.2 2165.8 2872.3 4031.8 3057.0 4445.3 755.9 0.0 4727.6 4668.8 4338.2 586.1 50095.9
4444.6 3455.7 2845.6 1337.1 2703.1 1770.0 1492.2 4513.3 2100.0 3201.8 3233.0 2197.6 2286.6 5955.3 742.2 4453.7 4678.8 0.0 884.1 1739.5 4186.9 47598.2
4424.7 3435.8 2825.7 2288.1 2354.7 1179.8 1918.5 4493.4 1316.9 3181.8 3213.1 2177.6 1696.5 5935.4 1693.3 4433.8 4658.9 1223.9 0.0 965.4 4166.9 46815.1
3962.5 2973.5 2363.5 2263.3 1892.4 717.6 1893.7 4031.2 1108.4 2719.6 2750.8 1715.4 1234.2 5473.1 1668.5 3971.5 4196.7 1199.1 659.7 0.0 3704.7 46606.6
351.9 1668.6 1810.5 3755.0 2846.8 2841.1 4930.2 784.9 3651.5 1666.0 1673.9 2380.3 3539.8 3338.9 3953.3 1037.8 586.1 4235.6 4176.9 3846.2 0.0 49603.9
49262.1 48395.5 47672.6 48148.3 47072.0 46602.5 47013.1 49340.3 45580.4 48404.8 48050.4 47600.3 46271.4 51358.0 47553.4 49280.6 49496.3 47084.0 46544.6 45884.9 49004.3 0.0
