0.0 2451.7 2175.8 1812.9 2137.4 987.3 1122.6 1757.7 2609.2 2250.8 3177.5 3457.9 2196.9 3158.5 2840.3 1560.3 1961.3 3351.4 2279.0 852.1 395.0 1159.0 1855.3 2585.9 2048.1 1922.5 2324.4 4587.3 2974.2 58387.2
2482.9 0.0 1682.6 1399.2 2229.1 2387.3 3229.9 3865.0 4716.5 3650.7 5087.4 5367.7 4106.7 5265.8 4947.6 3667.5 3623.3 3898.7 3679.0 2700.9 2292.1 2346.5 1947.0 338.0 1560.3 1278.8 1324.1 6694.6 949.5 62977.3
2147.9 1681.3 0.0 2257.6 2582.1 2421.5 2900.4 3605.2 4459.0 3684.9 4622.2 4800.4 3641.6 5008.3 4690.1 3410.0 3657.5 4785.5 3713.2 2629.9 1962.6 2593.2 2300.0 1573.4 1122.2 656.2 395.2 6437.1 1961.9 59729.7
2062.8 912.2 2390.8 0.0 1483.9 1542.7 2482.1 3117.2 4296.5 2939.6 4667.3 4947.7 3686.7 4845.7 4527.5 3247.5 2912.2 4134.3 2967.9 1989.8 1872.0 1601.3 1201.8 1046.3 1949.1 1823.5 2032.4 6274.5 1434.7 63462.5
2219.4 2210.0 2604.0 1479.7 0.0 1262.8 2257.3 2892.4 4953.2 2714.8 4823.9 5104.2 3843.3 5502.5 4605.8 3185.7 2687.4 2282.3 2743.1 1765.0 2028.6 1321.4 305.2 2344.2 2472.8 2347.2 2749.0 7126.6 2732.5 58143.8
1110.9 2321.5 2418.7 1682.7 1206.1 0.0 1033.7 1668.8 2983.2 1491.2 3715.4 3995.8 2734.8 3532.5 3146.4 1962.1 1463.8 2591.8 1519.5 541.4 920.1 252.9 924.0 2455.6 2287.4 2161.8 2563.7 5667.2 2844.0 56684.5
1126.5 3095.7 2928.8 2456.9 2229.7 1038.3 0.0 743.9 2058.3 1285.1 3309.0 3698.1 2328.4 2607.6 2289.4 881.4 947.5 2200.4 1264.6 492.2 999.9 1210.0 1947.6 3229.9 2801.1 2675.5 3077.4 4036.4 3618.2 58627.4
1761.6 3730.9 3563.9 3092.0 2864.8 1673.4 743.9 0.0 1314.4 878.4 3054.6 2954.2 3121.2 1863.7 1545.5 362.1 540.8 2194.6 1569.3 1127.4 1635.0 1845.1 2582.7 3865.0 3436.2 3310.6 3712.5 3292.5 4253.4 57883.5
2763.9 4669.4 4502.5 4030.6 4225.5 3034.1 2104.6 1360.7 0.0 2261.2 3055.4 2955.0 3122.1 574.9 513.8 1524.9 1905.9 2785.8 3161.1 2488.0 2573.5 3205.8 3943.4 4803.5 4374.8 4249.2 4651.0 2003.7 5191.9 53128.2
2216.9 3598.9 3696.0 2960.0 2656.0 1464.6 1244.3 878.4 2192.8 0.0 3933.0 3832.6 3418.8 2921.4 2024.7 1128.4 532.0 1316.2 1041.5 1361.5 2090.3 1636.3 2373.9 3733.0 3564.8 3439.2 3841.0 4545.5 4121.4 55562.7
2925.5 5178.5 4518.9 4539.7 4776.0 3584.6 3047.6 3036.7 2921.8 3182.1 0.0 914.0 1386.8 3014.5 3152.8 2445.8 2844.5 4498.3 3873.0 3038.5 3158.8 3756.3 4493.9 5312.7 4774.9 4649.3 4630.2 4443.2 5701.0 55843.3
3177.1 5430.1 4770.5 4791.3 5027.6 3836.2 3050.6 2936.3 2821.4 3185.1 914.0 0.0 1895.3 2914.0 3052.4 2448.8 2847.5 4501.3 3876.0 3290.1 3410.4 4007.9 4745.5 5564.3 5026.5 4900.9 4881.8 4342.8 5952.6 55038.5
1987.7 4240.8 3581.1 3602.0 3838.2 2646.9 2371.8 2506.8 3027.0 3048.0 1335.1 1843.3 0.0 3119.7 3258.1 2311.7 2710.4 4364.2 3472.9 2100.8 2221.1 2818.5 3556.1 4374.9 3837.2 3711.5 3692.5 4548.5 4763.3 57430.0
3234.8 5140.3 4973.4 4501.5 5543.9 3505.0 2575.5 1831.6 574.9 2941.1 3132.4 3032.0 3199.0 0.0 984.7 1995.8 2376.9 3256.7 3632.1 2959.0 3044.5 3676.7 4414.3 5274.4 4845.7 4720.1 5121.9 1428.8 5662.8 52553.3
2976.0 4881.4 4714.5 4242.6 4642.5 3153.8 2316.6 1572.7 527.9 2039.8 3264.4 3164.0 3331.0 1077.2 0.0 1736.9 2221.1 2355.4 2730.7 2700.1 2785.6 3325.4 4063.0 5015.5 4586.8 4461.2 4863.1 2505.9 6325.0 53630.5
1619.5 3588.7 3421.8 2949.9 2722.7 1531.3 601.8 195.1 1509.5 736.3 3249.7 3149.3 2821.3 2058.8 1740.6 0.0 398.7 2052.5 1427.2 985.2 1492.9 1703.0 2440.6 3722.8 3294.1 3168.5 3570.4 3487.6 4111.2 58078.6
1838.5 3610.3 3640.9 2971.5 2667.4 1476.1 820.8 540.8 1859.7 532.0 3599.9 3499.4 3040.4 2408.9 2187.2 790.8 0.0 1848.2 1053.0 1204.3 1711.9 1647.7 2385.3 3744.4 3513.2 3387.6 3789.4 4708.0 4132.8 55725.2
3233.2 3785.7 4712.3 3840.6 2360.9 2480.9 2260.5 2125.5 2744.7 1247.1 5648.7 5548.2 4435.1 3293.9 2397.2 2375.5 1779.1 0.0 2057.8 2377.7 3106.6 2652.5 2666.1 3919.8 5142.1 4860.6 4905.9 4918.1 4043.4 55935.3
1332.7 2714.6 2811.8 2075.8 1771.8 580.4 969.5 1604.6 2919.0 1313.6 3515.2 3795.6 2534.6 3468.3 2968.8 1897.9 1286.2 2414.2 0.0 477.3 1206.1 752.1 1489.7 2848.8 2680.6 2554.9 2956.8 5489.6 3237.1 56506.8
855.5 2680.3 2657.8 2041.5 1737.4 546.1 492.2 1127.4 2441.8 1343.8 3038.0 3318.3 2057.3 2991.0 2999.0 1420.7 1316.4 2444.4 1372.1 0.0 728.9 717.7 1455.3 2814.4 2530.1 2404.5 2806.3 4419.8 3202.8 58247.6
329.2 2247.8 1971.9 1609.0 1933.5 783.4 1076.2 1711.3 2562.8 2046.8 3226.6 3506.9 2245.9 3112.1 2793.9 1513.8 2019.4 3147.4 2075.1 805.7 0.0 955.1 1651.3 2381.9 1844.2 1718.6 2120.4 4540.9 2770.3 58436.3
1282.4 2493.0 2590.1 1606.4 1277.5 265.7 1205.2 1840.3 3154.7 1662.7 3886.9 4167.2 2906.3 3703.9 3317.9 2133.6 1635.3 2763.3 1691.0 712.9 1091.6 0.0 995.4 2627.1 2458.9 2333.3 2735.2 5838.7 3015.5 56855.9
1914.2 1904.9 2298.8 1174.5 282.1 957.6 1952.1 2587.2 3901.6 2409.6 4518.7 4799.0 3538.1 4450.9 4064.8 2880.5 2382.2 2564.4 2437.9 1459.8 1723.4 1016.2 0.0 2039.0 2167.6 2042.0 2443.8 6585.6 2427.4 57602.9
